n,const_f,sum_f,prod_f,direct_poly,horners_poly,sort.bubblesort.sort,sort.quicksort.sort,sort.timsort.sort,matrix_mult
618,3.800000058618025e-07,4.135000000005107e-05,4.556250000042894e-05,9.719999999902029e-05,9.347500000345121e-05,0.029285025000000076,0.0011592125000028375,0.0016200124999983245,0.0039340625000008345
619,4.750000019981826e-07,4.5750000002916145e-05,4.813749999854622e-05,9.972500000365869e-05,9.045000000185155e-05,0.030584175000001323,0.0013031749999985465,0.0017234624999993287,0.0038691124999985504
620,3.125000009873702e-07,4.221249999858401e-05,4.49249999991963e-05,9.32375000033403e-05,8.421250000267833e-05,0.029955487500004097,0.001148037499994814,0.001610400000000567,0.003837762499999897
621,3.800000001774606e-07,4.209999999993386e-05,4.4550000000143086e-05,9.725000000138095e-05,9.302499999819247e-05,0.029754512500000274,0.0011810624999988306,0.0016542625000024458,0.003922762499996679
622,3.250000091270522e-07,4.179999999921945e-05,4.4212499998863564e-05,9.817500000153245e-05,9.172500000076411e-05,0.029988187500000762,0.0011575125000007347,0.0018445375000002429,0.00398775000000029
623,3.8000000301963155e-07,4.179999999998074e-05,4.458749999791678e-05,9.813749999665333e-05,9.358749999854865e-05,0.029975112500000733,0.0011438249999997652,0.0016049250000023108,0.004858962500003727
624,3.3333334196565073e-07,4.223750000065252e-05,4.6228571426760414e-05,9.736250000180746e-05,0.0001011374999997372,0.03051359999999903,0.0011607499999986004,0.0016993374999998423,0.004242787500000844
625,3.800000001774606e-07,4.1724999999104284e-05,4.482499999980405e-05,9.542499999959375e-05,8.583750000390467e-05,0.02998633750000046,0.0011909625000026125,0.0017888624999979896,0.003991525000001772
626,3.999999975690116e-07,4.218750000184457e-05,4.632857142894409e-05,9.943750000118712e-05,9.707499999933589e-05,0.030769000000001157,0.0013440124999988257,0.0016523500000005242,0.004286587499999328
627,3.500000005374204e-07,4.2087500002452316e-05,4.4625000001019544e-05,9.70500000043728e-05,9.058749999546478e-05,0.030733249999999046,0.0011825624999968198,0.001651312500003499,0.004097649999998509
628,3.5000000231377726e-07,4.222500000139462e-05,4.4812499998769795e-05,9.484999999997967e-05,8.543750000100658e-05,0.030391237499999946,0.0011885875000015034,0.0016838749999976699,0.004243250000000032
629,3.8000000301963155e-07,4.29499999992089e-05,4.563749999952904e-05,9.966250000204013e-05,9.396249999937822e-05,0.03088043750000047,0.001191437500001058,0.0016584250000022394,0.004103262500001037
630,3.9999999655395057e-07,4.2312500001528974e-05,4.4887499997869895e-05,9.448571428955737e-05,8.96250000010923e-05,0.030793137500001677,0.0011628750000003407,0.0016454500000016026,0.004047387500001776
631,3.6666667095156907e-07,4.59374999977058e-05,4.8800000001847366e-05,0.00010206249999811234,9.764999999539725e-05,0.0307902624999965,0.0012130250000002007,0.0016690374999974722,0.004307049999999535
632,3.999999975690116e-07,4.236250000211328e-05,4.562500000027114e-05,0.00010167500000335394,9.481250000042962e-05,0.031212499999998755,0.0013327124999982232,0.0018812375000010206,0.004039049999999378
633,3.499999987610636e-07,4.20874999988996e-05,4.4787500000254e-05,9.467500000148732e-05,8.784999999811305e-05,0.030972625000003973,0.0011580749999957618,0.0016460374999969218,0.0040184374999991945
634,3.250000055743385e-07,4.2275000001978924e-05,4.5142857142569225e-05,9.664999999969837e-05,9.04375000008173e-05,0.031029149999998396,0.0012987749999968656,0.0016580125000000834,0.004423312500001941
635,3.8000000301963155e-07,4.701250000671564e-05,4.8875000000947466e-05,0.00010366249999549382,9.591249999729712e-05,0.031250649999998714,0.0011902875000000535,0.0016742999999994623,0.0042405749999989695
636,3.750000026059297e-07,4.247500000076343e-05,4.59249999984479e-05,0.00010139999999836391,9.74499999983891e-05,0.03159032500000336,0.0012201375000007175,0.0016655499999984613,0.0045367625000007905
637,3.3749999772680894e-07,4.668749999758859e-05,5.024999999925228e-05,9.742499999987331e-05,8.932499999581012e-05,0.031684300000002,0.0011801750000017819,0.0017037499999990047,0.004119599999999224
638,4.000000011217253e-07,4.318749999931981e-05,4.563749999952904e-05,0.00010078749999919978,9.610000000570551e-05,0.03179721249999545,0.0012191250000004317,0.0016749500000017292,0.003916612499999417
639,3.833333342602903e-07,4.3812499999518195e-05,4.536249999809172e-05,9.84624999968986e-05,8.77875000000472e-05,0.031496612500001575,0.001188287499999774,0.001664374999998941,0.0039160124999995105
640,3.714285757691219e-07,4.226250000449738e-05,4.572500000143975e-05,0.00010177499999919348,9.65249999982376e-05,0.031912612499995774,0.0012327250000012668,0.0017708874999975421,0.00391097500000015
641,3.571428623315244e-07,4.2962499998466797e-05,4.6087499999458714e-05,9.612499999889224e-05,8.955000000021585e-05,0.031521949999998355,0.0011982624999991032,0.0017017499999969488,0.004026450000001347
642,3.1428571592836564e-07,4.328750000048842e-05,4.621428571332282e-05,9.970000000159018e-05,8.756249999741783e-05,0.0318961499999979,0.0011841249999999803,0.0017046749999991562,0.004085137499998837
643,3.7500000615864337e-07,4.288750000114305e-05,4.545000000177879e-05,0.00010054999999672039,9.422500000155765e-05,0.032291362500004084,0.001205674999999573,0.001687737500001063,0.004055375000000083
644,3.8000000301963155e-07,4.300000000334592e-05,4.7062499996641805e-05,0.00023890000000292844,8.756249999741783e-05,0.0318913750000025,0.0011948999999997767,0.0016939000000029125,0.004446762500002421
645,3.800000058618025e-07,4.567499999907909e-05,4.643749999821978e-05,9.682499999819072e-05,9.050000000091327e-05,0.033021537500001585,0.0012237374999983786,0.0017182874999974729,0.004127187499998186
646,4.2000000348707546e-07,4.2775000000716545e-05,4.573750000069765e-05,9.626250000138725e-05,9.275000000208422e-05,0.032203149999997294,0.001207574999998684,0.0017271500000024531,0.004522699999993662
647,3.500000005374204e-07,4.3312500000780574e-05,4.539999999764177e-05,9.685000000381194e-05,8.978750000032676e-05,0.032839924999999326,0.0012159250000003397,0.001726950000000116,0.004184000000002186
648,3.500000076428478e-07,4.334285714386559e-05,4.5449999998226076e-05,0.00010211249999869665,9.678749999864067e-05,0.03330799999999812,0.0012078000000030897,0.0017058749999989686,0.004520012499998671
649,3.8571428920671937e-07,4.7112499999002466e-05,4.859999999773379e-05,0.00010647499999727472,9.994999999918264e-05,0.03276616250000153,0.0013320249999964062,0.002003574999998037,0.00418888750000157
650,3.2499999846891114e-07,4.298749999875895e-05,4.653750000471746e-05,0.00010366249999727017,9.836250000105906e-05,0.03359546249999745,0.0012230750000004065,0.001712825000000251,0.004229862500000792
651,4.200000006449045e-07,4.300000000156956e-05,4.6587499998196336e-05,0.00010706249999969941,9.317499999994538e-05,0.03360707500000082,0.0012152000000025254,0.0017166499999969886,0.004338462500001583
652,3.6666666858309327e-07,4.4400000001942885e-05,4.7199999997360464e-05,0.00010373749999814663,9.802499999800318e-05,0.03305766249999742,0.0012484499999985132,0.0017449749999993713,0.004258525000000901
653,3.1428571186812147e-07,4.30374999975669e-05,4.5899999999932106e-05,0.0001430625000011787,9.084999999942056e-05,0.0329321124999975,0.0012164250000008536,0.0017150375000003493,0.004317662500000097
654,3.2499999846891114e-07,4.328750000048842e-05,4.5925000002000615e-05,0.0001020124999993044,9.581250000145758e-05,0.033066525000000624,0.0012105624999989573,0.0017291428571399234,0.004595812499996299
655,3.60000007049166e-07,4.367499999702318e-05,4.7062500001970875e-05,0.00010178750000022774,9.888750000008883e-05,0.033964687500001034,0.0012129124999997742,0.0017683749999974907,0.0045432499999993325
656,3.6000000420699506e-07,4.386250000187886e-05,4.795000000612504e-05,0.00010206249999633599,9.332499999459287e-05,0.03365728750000052,0.001253137499999113,0.0018192375000012362,0.004428650000001255
657,3.500000076428478e-07,4.3312500000780574e-05,4.76166666677121e-05,9.869999999878587e-05,9.099999999762076e-05,0.03304605000000116,0.001229637499999825,0.0017387249999991639,0.004457625000002352
658,3.666666733200448e-07,4.374999999967599e-05,4.657499999893844e-05,9.876249999862807e-05,9.182499999660365e-05,0.0338788749999992,0.0012182375000016066,0.0017402124999996715,0.004463187500000743
659,3.666666733200448e-07,4.7124999998260364e-05,5.073750000583743e-05,0.00022541250000251978,9.843750000193552e-05,0.03363525000000145,0.0012329499999985671,0.0017454750000016617,0.00451232499999854
660,3.6666666858309327e-07,4.341250000017283e-05,4.645714285800295e-05,9.993333333350544e-05,8.994999999956121e-05,0.034367062499999435,0.0012296500000026356,0.001783987499996087,0.00452819999999754
661,3.333333372286991e-07,4.39499999984605e-05,4.7828571429217194e-05,0.000107024999998373,0.00010156250000115108,0.03405561249999778,0.0012274000000012109,0.0017472624999985698,0.004951437500002598
662,3.9999999934536845e-07,4.686250000318637e-05,4.942857142558361e-05,0.00010438749999863717,9.688749999803292e-05,0.03425984999999798,0.0012484874999980633,0.0017776124999997478,0.004916187500001001
663,4.0000000467443897e-07,4.379999999848394e-05,4.7349999995560665e-05,0.00010568749999784188,0.00010071250000009968,0.03523978750000012,0.0012576124999998939,0.0017553875000011487,0.004803674999998009
664,3.3749999772680894e-07,4.402500000111331e-05,4.777500000052726e-05,0.00010821249999892757,9.243750000109685e-05,0.0338511875000016,0.0012530625000000128,0.001753500000003072,0.004766487499999528
665,4.0000000061419474e-07,4.452500000162729e-05,4.7074999999452416e-05,9.986250000082464e-05,9.147499999606623e-05,0.03419357500000508,0.001251225000000744,0.0017580749999996925,0.004697474999998619
666,3.750000026059297e-07,4.418750000034777e-05,4.728750000104753e-05,0.00010590000000298971,0.00010042500000473353,0.034794112500000196,0.001256224999997002,0.001821337500000908,0.0047742750000026035
667,3.71428577799244e-07,4.504999999888071e-05,4.6512499999096235e-05,9.910000000168395e-05,9.013749999375875e-05,0.034990924999998896,0.0012644500000007497,0.0017888500000040608,0.004726112499998436
668,4.0000000467443897e-07,4.5312499997507416e-05,4.702500000064447e-05,0.00010117500000106361,9.905714285756468e-05,0.034411812500001915,0.0012935124999984282,0.001816499999996779,0.004766212499999867
669,3.400000053943586e-07,4.392857142931916e-05,4.631250000386444e-05,0.00010260000000172909,9.599999999743147e-05,0.03491156250000138,0.0012550500000010345,0.0018031000000000574,0.004724325000001528
670,3.666666733200448e-07,4.430000000432699e-05,4.787499999991951e-05,0.00011036250000451275,0.0001059500000000213,0.03441743749999837,0.0012557249999964881,0.0017770625000022022,0.004684887499999846
671,3.2499999846891114e-07,4.394285714275676e-05,4.687500000066791e-05,0.00010617500000442703,0.00010223750000015741,0.03515353749999939,0.0012421999999965294,0.0018275875000011155,0.004807087499999696
672,4.333333360288331e-07,4.99249999954543e-05,5.1512499998906947e-05,0.00010497500000106186,9.425000000362616e-05,0.035466474999999775,0.0012435624999973527,0.001888049999999808,0.004788712499998127
673,3.374999995031658e-07,4.3875000001136755e-05,4.7837500002145816e-05,0.00010892499999926031,0.00010118749999854515,0.0351894000000037,0.0012595625000013655,0.0017921875000048715,0.004782624999995377
674,3.714285717088777e-07,4.585000000112416e-05,4.842500000101779e-05,0.00010211249999869665,9.191250000029072e-05,0.035219987499997885,0.001277075000000849,0.001795574999999161,0.004889087499998723
675,3.500000076428478e-07,4.601250000213497e-05,5.000000000165983e-05,0.0001017875000020041,9.767500000101847e-05,0.03549699999999767,0.0012874124999999736,0.001812137499998201,0.004913387499998478
676,3.3750000305587946e-07,4.476249999996185e-05,4.77124999989087e-05,0.00011098749999582935,0.00010446249999596091,0.03526178749999964,0.0012974624999966267,0.001849037500001316,0.005451775000000936
677,3.1249999921101335e-07,4.431250000003217e-05,4.747499999702143e-05,0.00010772499999767149,0.00010182499999977779,0.035768950000001354,0.0012584749999984268,0.0018396749999993744,0.004879762500003437
678,3.28571427335841e-07,4.438750000090863e-05,4.7362500000147634e-05,0.0001086000000007914,9.98375000040852e-05,0.035553837500000185,0.001298450000000173,0.0018486375000019706,0.004974512500000472
679,3.833333342602903e-07,4.433749999854797e-05,4.701249999961021e-05,0.00010706249999969941,9.882500000024663e-05,0.036248824999999485,0.0012641249999969517,0.0018106999999982776,0.0049335249999966635
680,3.250000020216248e-07,4.44714285703997e-05,4.777500000052726e-05,0.00010990000000354883,0.00010288750000064795,0.035874587500002164,0.0014512000000035385,0.0018725000000028302,0.005369574999999571
681,3.7499999550050234e-07,4.472500000396451e-05,4.8112499998254066e-05,0.00010421250000192117,9.269999999617085e-05,0.035955762499998656,0.0012936499999973705,0.0018503750000000707,0.005258774999997939
682,3.8750000364018433e-07,4.511249999872291e-05,4.7950000002572324e-05,0.00010352500000010423,9.82125000010825e-05,0.036510200000003934,0.0012878000000000611,0.0018049125000008104,0.005436600000003011
683,3.500000040901341e-07,4.4650000001311696e-05,4.7574999999966394e-05,0.00010954999999768233,0.0001031499999974983,0.03611707499999639,0.001290012499998383,0.001813350000000824,0.005443524999996896
684,2.9999999640040187e-07,4.468749999730903e-05,4.817142857202076e-05,0.00010876250000002585,0.0001032624999979248,0.03652072499999903,0.001295124999996844,0.001852762500002214,0.005229125000001389
685,3.7500000082957285e-07,4.4750000002480306e-05,4.865000000187081e-05,0.00011058750000358941,0.00010921250000350824,0.03704897500000115,0.0012842500000029844,0.0018863374999966709,0.005359537499998623
686,3.375000048322363e-07,4.5087499994878044e-05,4.924999999644797e-05,0.00010431250000308978,9.887499999905458e-05,0.03735287499999984,0.0013523999999947023,0.0018711874999972622,0.005134362500001544
687,3.42857150924049e-07,4.471249999937754e-05,4.735000000266609e-05,0.00010816249999834326,0.00010328749999999332,0.03691019999999767,0.0012991499999976952,0.0018364125000012166,0.005428012499997692
688,3.2857143748645156e-07,4.536250000342079e-05,4.797500000108812e-05,0.00010375000000095724,9.818749999368492e-05,0.037611025000003906,0.001280724999997318,0.0019171999999976208,0.005568037499998013
689,3.4285714686380485e-07,4.5249999995888857e-05,4.817500000342534e-05,0.00010285000000465061,9.457500000209507e-05,0.037085900000001004,0.0012857000000003893,0.0019118750000011175,0.005225862500001455
690,3.999999975690116e-07,4.6887500001702165e-05,4.9749999998738303e-05,0.00011341250000285186,0.00010752500000421605,0.03715147500000171,0.0012843875000001503,0.0018802874999970243,0.005254187500000285
691,3.2857143342620733e-07,4.506249999991496e-05,4.7974999997535406e-05,0.000202637499995717,9.459999999502802e-05,0.03655917499999717,0.0012822250000006363,0.0018436499999943123,0.0056147624999987045
692,3.375000012795226e-07,4.484999999476713e-05,4.812857143373809e-05,0.00010993749999599345,0.00010366249999904653,0.037175099999995354,0.0012910999999959927,0.001871337499999015,0.005299837500004401
693,4.333333360288331e-07,4.515000000537839e-05,4.78374999985931e-05,0.00010403750000520517,9.71874999997624e-05,0.037586124999990034,0.0012791750000005209,0.0018524374999984161,0.005579237500004552
694,4.000000011217253e-07,5.1224999999988086e-05,5.338750000305481e-05,0.00011729999999232632,9.652857143497126e-05,0.03744551249999972,0.0013132624999983022,0.0018861624999999549,0.00551179999999718
695,3.500000076428478e-07,4.5087500005536185e-05,4.8450000001309945e-05,0.00010352500000010423,9.5437500000628e-05,0.03739657499999893,0.001303324999998523,0.0019327999999951828,0.00540527500000465
696,3.571428603014023e-07,4.525714285413025e-05,4.948749999655888e-05,0.00011127499999830093,0.00010096249999946849,0.03830705000000023,0.0012955375000025526,0.0018703874999985715,0.0056379375000013
697,3.500000076428478e-07,4.573749999536858e-05,4.956250000276441e-05,0.00011112500000365344,0.0001066000000022882,0.038110549999998966,0.0013105124999945872,0.0018793500000064967,0.006731287499999183
698,3.250000020216248e-07,4.653749999761203e-05,4.9500000000892085e-05,0.00011292499999981942,0.00010790000000123914,0.03835719999999654,0.0013573624999985157,0.0020294749999969497,0.00553871249999105
